Submitter Organization,County,Sub county,Ward,Vaccination Site(s),Latitude,Longitude,Vaccination Date,Species,Disease,Specify other disease,Total number vaccinated,Number of beneficiaries (HHs)
County Government,Makueni,Kibwezi East,Mtito Andei,Kilumilo,-2.5155,38.1633,2026-05-19,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,39,2
County Government,Makueni,Kibwezi East,Mtito Andei,Kalata,0.0,0.0,2026-05-19,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,83,8
County Government,Makueni,Mbooni,Tulimani,Nthaani ,-1.511212,37.516117,2026-04-16,Cattle,Foot and Mouth Disease (FMD),Unknown,16,5
County Government,Makueni,Mbooni,Tulimani,Nthaani ,-1.511212,37.516117,2026-04-16,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,23,4
County Government,Makueni,Mbooni,Tulimani,Kakima ,-1.537406,37.39616,2026-03-30,Cattle,Foot and Mouth Disease (FMD),Unknown,23,5
County Government,Makueni,Mbooni,Tulimani,Iiani ,-1.552841,37.362314,2026-03-27,Cattle,Foot and Mouth Disease (FMD),Unknown,33,14
County Government,Makueni,Mbooni,Tulimani,Iiani,-1.55284,37.362314,2026-03-27,Cattle,Lumpy Skin Disease (LSD),Unknown,40,24
County Government,Makueni,Mbooni,Tulimani,Nthaani ,-1.511212,37.516117,2026-04-16,Cattle,Lumpy Skin Disease (LSD),Unknown,24,9
Private,Busia,Matayos,Matayos South,Village Farm,0.3670061,34.1752704,2026-05-04,Dogs,Rabies,Unknown,2,0
Private,Makueni,Makueni,Mavindini,1,-1.8205584,37.7844975,2026-05-19,Dogs,Rabies,Unknown,5,1
County Government,Taita Taveta,Voi,Kasigau,Mgote,-3.823833333333333,38.69945666666667,2026-05-19,Goats,Peste des Petit Ruminants (PPR),Unknown,159,8
County Government,Taita Taveta,Mwatate,Mwatate,Mzwanenyi,-3.466445,38.420856666666666,2026-05-16,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,50,1
County Government,Taita Taveta,Mwatate,Chawia,Kambanga,-3.5543283333333333,38.317315,2026-05-15,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,70,1
County Government,Taita Taveta,Voi,Kasigau,Bungule,-3.850053333333333,38.6702,2026-05-18,Goats,Peste des Petit Ruminants (PPR),Unknown,1328,30
County Government,Narok,Narok West,Siana,Olgaenet,-1.6164035,35.3899905,2026-05-20,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,960,8
County Government,Baringo,Baringo South,Marigat,Crash,0.4707472,35.9842502,2026-05-20,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,400,2
County Government,Makueni,Mbooni,Waia-Kako,Kisau,-1.6271483,37.547957,2026-05-22,Dogs,Rabies,Unknown,2,1
County Government,Wajir,Wajir North,Korondile,Lensayu,2.8718,39.2777567,2026-05-16,Cattle,Foot and Mouth Disease (FMD),Unknown,640,28
County Government,Nakuru,Njoro,Njoro,Subcutaneous,-0.3348076,35.9439728,2026-05-20,Sheep,Rabies,Unknown,25,5
County Government,Narok,Narok North,Narok Town,Limanet,-1.0901278,35.8753003,2026-05-20,Chicken,Fowl Pox,Unknown,214,4
County Government,Bomet,Sotik,Ndanai/Abosi,Gorgor Kelonget Koiyet Kaplelach Kipsimbol Tabarit Center ,-0.8393829,35.0950695,2026-05-20,Dogs,Rabies,Unknown,1076,720
County Government,Busia,Teso South,Ang'Orom,Hh,0.4534836,34.1500369,2026-05-20,Dogs,Parvovirus,Unknown,1,1
County Government,Embu,Runyenjes,Kyeni North,Kiangungi Village,-0.3761309,37.5735994,2026-05-20,Cattle,Foot and Mouth Disease (FMD),Unknown,6,2
County Government,Baringo,Baringo South,Marigat,Kapchereren Household ,0.4445526,35.9684747,2026-05-20,Dogs,Rabies,Unknown,1,1
County Government,Makueni,Makueni,Kathonzweni,Ikaasu ,-1.92213,37.7275884,2026-05-20,Cattle,Lumpy Skin Disease (LSD),Unknown,66,19
County Government,Makueni,Makueni,Kathonzweni,Ikaasu,-1.92213,37.7275884,2026-05-20,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,195,14
County Government,Makueni,Makueni,Kathonzweni,Miseke ,-1.9609262,37.7588103,2026-05-20,Cattle,Lumpy Skin Disease (LSD),Unknown,101,17
County Government,Makueni,Kibwezi East,Mtito Andei,Subati,0.0,0.0,2026-05-20,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,263,13
County Government,Makueni,Kibwezi East,Mtito Andei,Muthesya ,0.0,0.0,2026-05-19,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,85,3
County Government,Makueni,Makueni,Kathonzweni,Miseke ,-1.9609262,37.7588103,2026-05-20,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,270,19
County Government,Kitui,Kitui West,Mutonguni,Kasue,-1.1506716,37.9458457,2026-05-12,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,21,1
County Government,Kitui,Kitui West,Mutonguni,Kasue,-1.1506716,37.9458457,2026-05-12,Chicken,Newcastle Disease (NCD),Unknown,68,1
County Government,Kitui,Kitui West,Kauwi,Home,-1.2129879,37.9211402,2026-05-18,Dogs,Rabies,Unknown,2,1
County Government,Lamu,Lamu West,Mkunumbi,Homes,-2.3270151,40.6513409,2026-05-22,Cattle,Anthrax,Unknown,200,20
County Government,Kitui,Kitui West,Mutonguni,Kasue,-1.1506716,37.9458457,2026-05-12,Goats,Peste des Petit Ruminants (PPR),Unknown,21,1
County Government,Makueni,Makueni,Kathonzweni,Kiuani,-1.936122,37.740511,2026-05-20,Cattle,Lumpy Skin Disease (LSD),Unknown,54,13
County Government,Makueni,Makueni,Kathonzweni,Kiuani,-1.936122,37.740511,2026-05-20,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,144,13
County Government,Makueni,Makueni,Kathonzweni,Kathamboni,-1.916084,37.778255,2026-05-20,Cattle,Lumpy Skin Disease (LSD),Unknown,56,12
County Government,Makueni,Makueni,Kathonzweni,Kathamboni,-1.916084,37.778255,2026-05-20,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,86,12
County Government,Makueni,Makueni,Kathonzweni,Syatu,-1.930597,37.758757,2026-05-20,Cattle,Lumpy Skin Disease (LSD),Unknown,74,19
County Government,Makueni,Makueni,Kathonzweni,Syatu,-1.930597,37.758757,2026-05-20,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,228,17
County Government,Makueni,Makueni,Kathonzweni,Thavu,-1.941167,37.78516,2026-05-20,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,137,10
County Government,Makueni,Makueni,Kathonzweni,Thavu,-1.941167,37.78516,2026-05-20,Cattle,Lumpy Skin Disease (LSD),Unknown,70,13
County Government,Wajir,Wajir East,Khorof/Harar,Wajir Bor,1.7742483,40.5545116,2026-05-20,Camel,Haemorrhagic septicemia,Unknown,40,1
County Government,Baringo,Baringo South,Ilchamus,Eldebe,,,2026-05-21,Sheep,Other,Bluetongue ,300,2
County Government,Baringo,Baringo South,Ilchamus,Eldebe ,,,2026-05-21,Cattle,Foot and Mouth Disease (FMD),Unknown,212,5
County Government,Baringo,Baringo South,Ilchamus,Parkarin Household ,0.4234467,35.9833017,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,112,2
County Government,Elgeyo/Marakwet,Keiyo South,Soy South,Kabokbok,0.3717999,35.789299,2026-05-21,Cattle,Foot and Mouth Disease (FMD),Unknown,46,2
County Government,Narok,Narok West,Siana,Olokirdingae,-1.6258261,35.3803939,2026-05-21,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,97,1
County Government,Lamu,Lamu West,Mkunumbi,Homes,-2.3270151,40.6513409,2026-05-22,Cattle,Black Quarter,Unknown,200,20
County Government,Elgeyo/Marakwet,Keiyo South,Soy South,Kamenwo,0.3489004,35.6348355,2026-05-21,Cattle,Foot and Mouth Disease (FMD),Unknown,59,2
County Government,Nakuru,Naivasha,Olkaria,Home,7.0,7.0,2026-05-13,Sheep,Peste des Petit Ruminants (PPR),Unknown,50,1
County Government,Nakuru,Naivasha,Olkaria,Home,7.0,7.0,2026-05-21,Dogs,Rabies,Unknown,3,1
County Government,Kisumu,Kisumu East,Manyatta 'B',Kuoyo,-0.1088646,34.7504315,2026-05-21,Cattle,Foot and Mouth Disease (FMD),Unknown,21,5
Private,Siaya,Alego Usonga,South East Alego,Brika cattle Crush ,0.0437534,34.2454594,2026-05-21,Cattle,Foot and Mouth Disease (FMD),Unknown,51,5
County Government,Elgeyo/Marakwet,Keiyo South,Soy South,Jemambo,,,2026-03-13,Sheep,Peste des Petit Ruminants (PPR),Unknown,11,3
County Government,Elgeyo/Marakwet,Keiyo South,Soy South,Kapsite,0.344088,35.7838424,2026-05-21,Cattle,Foot and Mouth Disease (FMD),Unknown,57,3
County Government,Baringo,Baringo South,Marigat,Crash,0.4702427,35.979664,2026-05-21,Sheep,Enterotoxaemia,Unknown,100,1
County Government,Baringo,Baringo South,Marigat,Home Site,0.4702975,35.9797093,2026-05-21,Dogs,Canine Distemper (CD),Unknown,2,1
County Government,Baringo,Baringo South,Marigat,Unknown,0.4702975,35.9797093,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,100,2
Private,Nyandarua,Kinangop,Murungaru,Farm,37.5,39.8,2026-05-21,Sheep,Enterotoxaemia,Unknown,60,1
Private,Siaya,Ugunja,Sidindi,Murumba Yiro,0.1551166666666666,34.40141166666667,2026-05-21,Cattle,Foot and Mouth Disease (FMD),Unknown,21,7
County Government,Baringo,Baringo South,Marigat,Losegem,,,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,286,4
County Government,Baringo,Baringo South,Marigat,Sirinyo,0.4698461,35.979935,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,96,1
County Government,Baringo,Baringo South,Marigat,Home,0.4653127,35.8969895,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,100,1
County Government,Baringo,Baringo South,Marigat,Crush,0.4652946,35.9000545,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,9,1
County Government,Baringo,Baringo South,Marigat,Unknown,0.4653127,35.8969895,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,155,1
County Government,Baringo,Baringo South,Marigat,Home Site,0.4653127,35.8969895,2026-05-21,Dogs,Rabies,Unknown,2,2
County Government,Baringo,Baringo South,Marigat,Crash,0.4650431,35.9020977,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,40,1
County Government,Baringo,Baringo South,Marigat,Village,0.4653127,35.8969895,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,200,2
County Government,Nakuru,Molo,Elburgon,Homestead,,,2026-05-21,Sheep,Enterotoxaemia,Unknown,20,1
Private,Nakuru,Njoro,Njoro,Sc,-0.3324231,35.9439728,2026-03-19,Dogs,Parvovirus,Unknown,4,4
County Government,Makueni,Makueni,Kathonzweni,Mbuvo Nzau,-1.969112,37.818888,2026-05-21,Cattle,Lumpy Skin Disease (LSD),Unknown,165,36
County Government,Makueni,Makueni,Kathonzweni,Mbuvo Nzau,-1.969112,37.81888,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,716,35
County Government,Makueni,Makueni,Kathonzweni,Mbuvo Market ,-2.00646,37.76873,2026-05-21,Cattle,Lumpy Skin Disease (LSD),Unknown,174,23
County Government,Makueni,Makueni,Kathonzweni,Mbuvo Market ,-2.00646,37.76873,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,337,13
County Government,Makueni,Makueni,Kathonzweni,Milute,-2.01667,37.7833,2026-05-21,Cattle,Lumpy Skin Disease (LSD),Unknown,67,18
County Government,Makueni,Makueni,Kathonzweni,Milute,-2.01667,37.7833,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,251,17
County Government,Makueni,Makueni,Kathonzweni,Kiangini Junction ,-2.07368,37.77027,2026-05-21,Cattle,Lumpy Skin Disease (LSD),Unknown,38,2
County Government,Makueni,Makueni,Kathonzweni,Kiangini Junction ,-2.07368,37.77027,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,182,2
County Government,Makueni,Makueni,Kathonzweni,Kiteei,-2.08093,37.77902,2026-05-21,Cattle,Lumpy Skin Disease (LSD),Unknown,42,12
County Government,Makueni,Makueni,Kathonzweni,Kiteei,-2.08093,37.77902,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,127,12
County Government,Makueni,Makueni,Kathonzweni,Iiani,-2.90207,37.802779,2026-05-21,Cattle,Lumpy Skin Disease (LSD),Unknown,66,18
County Government,Makueni,Makueni,Kathonzweni,Iiani,-2.90207,37.802779,2026-05-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,112,19
County Government,Nakuru,Naivasha,Naivasha East,Farm,26.0,28.0,2026-05-20,Dogs,Parvovirus,Unknown,2,1
County Government,Baringo,Baringo South,Ilchamus,Kerio,0.5950618,36.0092943,2026-05-22,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,94,1
County Government,Vihiga,Emuhaya,West Bunyore,Subcutaneous Neck Area,0.0794064,34.5723928,2026-05-05,Cattle,Anthrax,Unknown,120,56
County Government,Nyandarua,Ol Jorok,Charagita,Charagita ,-0.160355,36.28492333333334,2026-05-22,Chicken,Infectious Bursai Disease (Gumboro),Unknown,80,1
County Government,Isiolo,Isiolo,Ngare Mara,Lowa gila,0.4667067,37.6175358,2026-05-19,Goats,Peste des Petit Ruminants (PPR),Unknown,5000,23
County Government,Isiolo,Isiolo,Burat,Alamach,0.411662,37.5616007,2026-05-22,Sheep,Peste des Petit Ruminants (PPR),Unknown,2651,12
County Government,Isiolo,Isiolo,Burat,ALAMACH,0.411662,37.5616007,2026-05-22,Cattle,Foot and Mouth Disease (FMD),Unknown,599,3
County Government,Isiolo,Isiolo,Ngare Mara,Lowangila crush,0.4667067,37.6175358,2026-05-19,Cattle,Foot and Mouth Disease (FMD),Unknown,704,8
County Government,Lamu,Lamu West,Mkunumbi,Homes,-2.2833111,40.6227851,2026-05-22,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,200,15
County Government,Nakuru,Bahati,Lanet/Umoja,Sc,,,2026-07-16,Cats,Feline Immunodeficiency Virus (FIV),Unknown,1,1
County Government,Nakuru,Gilgil,Gilgil,Highway. Center Dogs,-0.49767163,36.3122581,2026-05-22,Dogs,Rabies,Unknown,20,14
County Government,Makueni,Kibwezi West,Nguumo,Old Nguumo ,-2.357,37.89,2026-05-09,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,318,16
County Government,Makueni,Kibwezi West,Nguumo,Wivia,-2.338,37.82,2026-05-09,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,300,21
County Government,Makueni,Kibwezi West,Nguumo,Ngwiwa ,-2.33,37.82,2026-05-09,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,456,18
County Government,Makueni,Kibwezi West,Nguumo,Kilongoni ,-2.35,37.78,2026-04-15,Cattle,Foot and Mouth Disease (FMD),Unknown,122,19
County Government,Makueni,Kibwezi West,Nguumo,Tunguni ,-2.338,37.82,2026-04-14,Cattle,Foot and Mouth Disease (FMD),Unknown,176,27
County Government,Makueni,Kibwezi West,Nguumo,Wayona,-2.25,37.89,2026-04-14,Cattle,Foot and Mouth Disease (FMD),Unknown,94,12
County Government,Makueni,Kibwezi West,Nguumo,Mutatheu,-2.38,37.78,2026-05-09,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,657,43
County Government,Makueni,Kibwezi West,Nguumo,Kwa Kathoka ,-2.34,37.84,2026-04-13,Cattle,Foot and Mouth Disease (FMD),Unknown,101,25
Private,Siaya,Ugunja,Ugunja,Uluan,,,2026-05-22,Cattle,Foot and Mouth Disease (FMD),Unknown,40,11
County Government,Makueni,Mbooni,Kiteta/Kisau,Kasyelia,-1.5963957,37.4403849,2026-03-26,Cattle,Foot and Mouth Disease (FMD),Unknown,78,18
County Government,Makueni,Mbooni,Kiteta/Kisau,Kasyelia,-1.556995,37.45976,2026-03-26,Cattle,Lumpy Skin Disease (LSD),Unknown,78,18
County Government,Makueni,Mbooni,Kiteta/Kisau,Kasyelia ,-1.5963957,37.4403849,2026-03-26,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,80,18
County Government,Makueni,Mbooni,Kiteta/Kisau,Ndumbi,-1.698196,37.549694,2026-04-10,Cattle,Foot and Mouth Disease (FMD),Unknown,59,31
County Government,Makueni,Kibwezi West,Makindu,Syengoni ,0.0,0.0,2026-06-08,Dogs,Rabies,Unknown,16,10
County Government,Makueni,Mbooni,Kiteta/Kisau,Ndumbi,-1.5963957,37.4403849,2026-04-09,Cattle,Lumpy Skin Disease (LSD),Unknown,59,31
County Government,Makueni,Mbooni,Kiteta/Kisau,Ndumbi,-1.698194,37.549694,2026-04-09,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,46,31
County Government,Makueni,Mbooni,Kiteta/Kisau,Ngoni,-1.610449166,37.540274,2026-04-07,Cattle,Foot and Mouth Disease (FMD),Unknown,38,27
County Government,Makueni,Mbooni,Kiteta/Kisau,Ngoni,-1.61049166,37.540274,2026-04-07,Cattle,Lumpy Skin Disease (LSD),Unknown,38,27
County Government,Makueni,Mbooni,Kiteta/Kisau,Ngoni,-1.61049166,37.540274,2026-04-07,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,15,24
County Government,Makueni,Mbooni,Kiteta/Kisau,Kimandi,-1.6649433,37.53402663,2026-04-08,Cattle,Foot and Mouth Disease (FMD),Unknown,116,72
County Government,Makueni,Mbooni,Kiteta/Kisau,Kimandi,-1.66494333,37.53402663,2026-04-08,Cattle,Lumpy Skin Disease (LSD),Unknown,116,72
County Government,Makueni,Mbooni,Kiteta/Kisau,Kimandi ,-1.5963957,37.4403849,2026-04-08,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,41,18
County Government,Makueni,Makueni,Kathonzweni,Syethe,-2.046467,37.78899,2026-05-22,Cattle,Lumpy Skin Disease (LSD),Unknown,12,3
County Government,Makueni,Makueni,Kathonzweni,Syethe,-2.046467,3778899.0,2026-05-22,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,67,3
County Government,Makueni,Makueni,Kathonzweni,Kyunyu,-2.050975,37.751593,2026-05-22,Cattle,Lumpy Skin Disease (LSD),Unknown,21,8
County Government,Makueni,Makueni,Kathonzweni,Kyunyu,-2.50975,37.751593,2026-05-22,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,104,8
County Government,Makueni,Makueni,Kathonzweni,Kanthiitu,-1.8667,37.6667,2026-05-22,Cattle,Lumpy Skin Disease (LSD),Unknown,82,16
County Government,Makueni,Makueni,Kathonzweni,Kanthiitu,-1.8667,37.6667,2026-05-22,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,222,12
County Government,Makueni,Makueni,Kathonzweni,Ngomeni,-1.99051,37.75526,2026-05-22,Cattle,Lumpy Skin Disease (LSD),Unknown,7,3
County Government,Makueni,Makueni,Kathonzweni,Ngomeni,-1.99051,37.75526,2026-05-22,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,24,3
County Government,Makueni,Makueni,Kathonzweni,Mathemba A,-1.933569,37.77608,2026-05-22,Cattle,Lumpy Skin Disease (LSD),Unknown,188,35
County Government,Makueni,Makueni,Kathonzweni,Mathemba A ,-1.933569,37.77608,2026-05-22,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,365,19
County Government,Makueni,Makueni,Kathonzweni,Kwa Kinzi,-1.8771963,37.77608,2026-05-22,Cattle,Lumpy Skin Disease (LSD),Unknown,114,17
County Government,Makueni,Makueni,Kathonzweni,Kwa Kinzi,-1.8771963,37.77608,2026-05-22,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,262,13
County Government,Makueni,Mbooni,Kiteta/Kisau,Mwende ,-1.643516,37.51063,2026-04-13,Cattle,Foot and Mouth Disease (FMD),Unknown,101,54
County Government,Makueni,Mbooni,Kiteta/Kisau,Mwende,-1.6435416,37.51043,2026-04-13,Cattle,Lumpy Skin Disease (LSD),Unknown,101,54
County Government,Makueni,Mbooni,Kiteta/Kisau,Mwende ,-1.6435416,37.51043,2026-04-13,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,105,54
County Government,Makueni,Mbooni,Kiteta/Kisau,Utuneni ,-1.734695,37.65376,2026-04-20,Cattle,Foot and Mouth Disease (FMD),Unknown,45,28
County Government,Makueni,Mbooni,Kiteta/Kisau,Utuneni ,-1.734695,37.65376,2026-04-20,Cattle,Lumpy Skin Disease (LSD),Unknown,45,28
County Government,Makueni,Mbooni,Kiteta/Kisau,Utuneni ,-1.5970283,37.441173,2026-04-20,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,94,28
County Government,Makueni,Mbooni,Kiteta/Kisau,Kiseki,-1.696534,37.5395099,2026-04-10,Cattle,Foot and Mouth Disease (FMD),Unknown,45,28
County Government,Makueni,Mbooni,Kiteta/Kisau,Kiseki ,-1.696534,37.5395099,2026-04-10,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,24,9
County Government,Makueni,Mbooni,Kiteta/Kisau,Kiseki ,-1.695634,37.5395099,2026-04-10,Cattle,Lumpy Skin Disease (LSD),Unknown,45,28
County Government,Makueni,Mbooni,Kiteta/Kisau,Mukimwani,-1.589064,37.559585,2026-04-16,Cattle,Foot and Mouth Disease (FMD),Unknown,30,21
County Government,Makueni,Mbooni,Kiteta/Kisau,Mukimwani ,-1.589064,37.559585,2026-04-16,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,21,10
County Government,Makueni,Mbooni,Kiteta/Kisau,Mukimwani,-1.589064,37.589064,2026-04-16,Cattle,Lumpy Skin Disease (LSD),Unknown,30,21
County Government,Makueni,Mbooni,Kiteta/Kisau,No. 8,-1.624965,37.5189233,2026-04-17,Cattle,Foot and Mouth Disease (FMD),Unknown,45,16
County Government,Makueni,Mbooni,Kiteta/Kisau,No.8,-1.624965,37.5189233,2026-04-17,Cattle,Lumpy Skin Disease (LSD),Unknown,45,16
County Government,Makueni,Mbooni,Kiteta/Kisau,Unknown,1.624965,37.5189233,2026-04-17,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,24,16
County Government,Makueni,Mbooni,Kiteta/Kisau,Kitandini,-1.643985,37.5099262,2026-04-14,Cattle,Foot and Mouth Disease (FMD),Unknown,13,7
County Government,Makueni,Mbooni,Kiteta/Kisau,Kitandini,-1.643985,37.50992361,2026-04-14,Cattle,Lumpy Skin Disease (LSD),Unknown,13,7
County Government,Makueni,Mbooni,Kiteta/Kisau,Kitandini ,-1.5970283,37.441173,2026-04-14,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,18,7
County Government,Makueni,Mbooni,Kiteta/Kisau,Kiambwa ,-1.5523961,37.4396234,2026-03-27,Cattle,Foot and Mouth Disease (FMD),Unknown,24,18
County Government,Makueni,Mbooni,Kiteta/Kisau,Kiambwa ,-1.55213961,37.32461,2026-03-27,Cattle,Lumpy Skin Disease (LSD),Unknown,24,18
County Government,Makueni,Mbooni,Kiteta/Kisau,Kiambwa ,-1.5521361,37.32461,2026-03-27,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,120,73
County Government,Makueni,Mbooni,Kiteta/Kisau,Ngiluni,-1.572931,37.36521,2026-03-30,Cattle,Foot and Mouth Disease (FMD),Unknown,15,7
County Government,Embu,Runyenjes,Gaturi North,Makengi ,,,2026-08-11,Cattle,Foot and Mouth Disease (FMD),Unknown,80,0
County Government,Makueni,Mbooni,Kiteta/Kisau,Kalingile,-1.572931,37.35216,2026-03-30,Cattle,Lumpy Skin Disease (LSD),Unknown,15,7
County Government,Makueni,Mbooni,Kiteta/Kisau,Kalingile,-1.572931,37.3521,2026-03-30,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,57,24
County Government,Makueni,Mbooni,Kiteta/Kisau,Kyala,-1.569329,37.58929,2026-04-21,Cattle,Lumpy Skin Disease (LSD),Unknown,50,28
County Government,Makueni,Mbooni,Kiteta/Kisau,Kyala,-1.56329,37.58929,2026-04-21,Cattle,Foot and Mouth Disease (FMD),Unknown,42,28
County Government,Makueni,Mbooni,Kiteta/Kisau,62,-1.569329,37.58929,2026-04-21,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,52,28
County Government,Makueni,Mbooni,Kiteta/Kisau,Syunguni ,-1.621306,37.64921,2026-03-25,Cattle,Foot and Mouth Disease (FMD),Unknown,103,78
County Government,Makueni,Mbooni,Kiteta/Kisau,Syunguni,-1.6213921,37.6413921,2026-03-25,Cattle,Lumpy Skin Disease (LSD),Unknown,103,78
